ID,Team1Name,Team2Name,diff_DefensiveEfficiency,diff_OffensiveEfficiency,diff_OppAst,diff_OppBlk,diff_OppDR,diff_OppFGA,diff_OppFGA3,diff_OppFGM,diff_OppFGM3,diff_OppFTA,diff_OppFTM,diff_OppOR,diff_OppPF,diff_OppScore,diff_OppStl,diff_OppTO,diff_SeedNum,diff_TeamAvgAst,diff_TeamAvgBlk,diff_TeamAvgDR,diff_TeamAvgFGA,diff_TeamAvgFGA3,diff_TeamAvgFGM,diff_TeamAvgFGM3,diff_TeamAvgFTA,diff_TeamAvgFTM,diff_TeamAvgOR,diff_TeamAvgPF,diff_TeamAvgScore,diff_TeamAvgStl,diff_TeamAvgTO,diff_Tempo,diff_conf_eigen_rating,diff_conf_massey_rating,diff_eigen_rating,diff_massey_rating,tempo_diff,rating_diff_x_tempo_diff
2025_1103_1161,Akron,Colorado St,3.56705916837565,2.4403655665467454,0.7904411764705888,-0.1213235294117645,0.507352941176471,5.375,2.1084558823529456,3.069852941176471,0.40808823529411775,1.8639705882352935,2.2702205882352917,1.1378676470588234,-0.6875,8.818014705882348,1.069852941176471,1.5,1.0,1.069852941176471,0.9540441176470589,0.13970588235294557,8.889705882352942,5.446691176470587,3.71875,2.0091911764705888,-0.341911764705884,-0.7132352941176485,3.0569852941176467,0.8400735294117645,8.733455882352942,2.444852941176471,0.5735294117647083,6.243841911764704,-0.029716077641233296,-13.37803819728845,-0.0220705415009314,-10.359066077192866,6.243841911764704,-64.6803709395168
2025_1103_1163,Akron,Connecticut,-0.7611092595160045,-4.0860180271789375,1.8162878787878807,-0.47159090909090917,3.291666666666668,7.253787878787875,4.858901515151516,3.808712121212121,0.9526515151515156,-0.9488636363636367,-0.6941287878787872,1.8134469696969697,0.8125,7.875946969696969,1.5511363636363633,2.3636363636363633,5.0,0.11174242424242564,-2.6448863636363633,1.78409090909091,6.912878787878789,4.730113636363637,2.7642045454545467,2.0198863636363633,-0.3276515151515156,-0.9734848484848477,0.27178030303030454,0.31155303030303116,6.574810606060609,2.2594696969696972,1.6893939393939394,8.174857954545445,-0.07622126503354701,-19.518799331476547,-0.0297349964443746,-14.29060906612295,8.174857954545445,-116.82369919949446
2025_1103_1166,Akron,Creighton,1.073815756247896,3.63702768879088,0.23161764705882426,-0.7095588235294117,-0.2867647058823515,-4.213235294117652,0.226102941176471,-0.341911764705884,-0.1213235294117645,9.599264705882351,7.181985294117647,-0.36213235294117574,0.9889705882352917,6.376838235294116,-0.8713235294117645,4.529411764705882,4.0,0.5992647058823515,-0.8400735294117645,-2.3897058823529456,7.301470588235297,1.240808823529413,3.248161764705884,1.2150735294117645,1.0110294117647065,1.0220588235294112,2.4981617647058822,7.3400735294117645,8.733455882352942,3.8566176470588234,0.22058823529411775,5.504136029411768,-0.07622126503354701,-19.518799331476547,-0.034908791666010804,-12.807127207050026,5.504136029411768,-70.49217029358375
2025_1103_1179,Akron,Drake,3.5430537963566593,-0.4230407967156964,1.840725806451612,0.01814516129032251,5.27016129032258,15.149193548387096,5.27923387096774,5.655241935483872,1.695564516129032,4.139112903225808,3.158266129032258,3.134072580645161,-0.44556451612903203,16.164314516129032,1.993951612903226,-0.741935483870968,2.0,4.913306451612904,1.3316532258064515,5.713709677419356,14.350806451612904,10.771169354838708,6.638104838709676,4.236895161290323,-4.199596774193548,-2.254032258064516,0.8074596774193541,2.184475806451612,15.259072580645167,-1.276209677419354,2.137096774193548,13.68563508064517,-0.006113101415746891,-7.406362073279055,-0.016090047045591797,-5.483792774649924,13.68563508064517,-75.04918677173751
2025_1103_1181,Akron,Duke,10.612403972374281,-9.357504347433675,0.46691176470588225,-0.6801470588235294,2.3897058823529456,3.610294117647058,1.4319852941176485,4.3639705882352935,0.6727941176470589,6.011029411764708,4.59375,1.1084558823529411,0.341911764705884,13.994485294117645,1.8345588235294121,1.235294117647058,12.0,0.922794117647058,-0.07536764705882337,-1.0661764705882355,5.007352941176471,2.2702205882352935,1.365808823529413,0.5386029411764728,-1.783088235294116,-2.007352941176473,0.027573529411764497,2.3694852941176485,1.262867647058826,0.6213235294117645,2.5441176470588243,6.676930147058826,-0.1861238309184867,-17.12134403180914,-0.0562615899591195,-26.7660904690108,6.676930147058826,-178.7153163714421
2025_1103_1188,Akron,SIUE,4.187528186371651,11.264217608377436,0.4375,-0.5625,-1.841666666666665,3.9750000000000014,1.2104166666666671,3.054166666666667,0.13750000000000018,1.6208333333333371,1.6937499999999996,0.27708333333333357,-0.12083333333333357,7.939583333333331,0.5875000000000004,1.0999999999999996,-3.0,4.7875,-0.34791666666666643,0.841666666666665,5.458333333333336,7.827083333333334,5.118749999999999,3.4229166666666666,-2.2124999999999986,-0.2916666666666661,0.40208333333333357,1.4812499999999993,13.368750000000006,1.2958333333333334,0.9166666666666661,4.921979166666674,0.051927884739812497,2.8079205160303937,0.0193667759961179,9.389554710907408,4.921979166666674,46.215192671363184
2025_1103_1196,Akron,Florida,6.191662119133298,-5.420367928381722,0.7316176470588243,-0.6801470588235294,0.6838235294117645,0.669117647058826,0.696691176470587,2.5110294117647065,0.7316176470588234,0.6286764705882355,0.9172794117647083,-0.7444852941176485,-0.2757352941176485,6.670955882352942,0.9227941176470589,0.5588235294117645,12.0,1.8345588235294112,-0.9577205882352944,-1.977941176470587,0.09558823529411598,1.1819852941176485,-0.045955882352945565,0.7444852941176485,-3.665441176470587,-2.0955882352941178,-2.295955882352942,1.045955882352942,-1.443014705882348,-0.17279411764705888,1.514705882352942,2.1651654411764696,-0.29974200159225395,-25.462723395032963,-0.0651819458767833,-24.44002966182728,2.1651654411764696,-52.916707605116265
2025_1103_1208,Akron,Georgia,3.0379394009097354,4.956167232968198,0.09375,-0.875,2.53125,2.03125,-0.75,2.40625,0.0,2.625,1.78125,-0.875,-2.9375,6.59375,-0.90625,0.3125,4.0,5.21875,-1.46875,1.65625,7.5625,8.28125,4.0,3.6875,-5.34375,-3.28125,0.09375,1.5625,8.40625,-0.15625,-0.5625,4.367968750000003,-0.29974200159225395,-25.462723395032963,-0.024491961885756093,-13.6870818808836,4.367968750000003,-59.78474593439083
2025_1103_1211,Akron,Gonzaga,6.880005999711855,-5.573114340574179,-0.12310606060606055,-0.9867424242424243,0.41287878787878896,1.2840909090909065,-1.050189393939391,1.808712121212121,0.07386363636363669,3.5056818181818166,2.5785984848484844,1.1467803030303028,-1.0056818181818166,6.26988636363636,1.9450757575757578,0.18181818181818166,5.0,-1.9791666666666679,0.7490530303030303,-0.7613636363636367,0.48863636363636687,7.7907196969696955,-1.569128787878789,3.322916666666667,-2.4488636363636367,-2.8522727272727284,0.6960227272727284,1.6145833333333321,-2.6676136363636402,-0.04356060606060641,2.5984848484848477,1.2278882575757564,-0.0413671429860637,-12.739262790605952,-0.025257692949360692,-20.076653386668546,1.2278882575757564,-24.65188694490885
2025_1103_1213,Akron,Grand Canyon,7.709240658063038,6.561983376253494,0.03125,-0.9375,0.125,2.09375,2.96875,2.09375,0.90625,1.625,1.15625,0.15625,-3.5,6.25,0.34375,-2.40625,0.0,3.75,-1.34375,0.5,5.875,9.53125,3.46875,4.46875,-8.40625,-5.9375,0.4375,0.71875,5.46875,-1.6875,-0.875,0.5695312499999972,0.02054095906857749,-3.6490939722273446,0.0015998436771592003,-2.264378519463812,0.5695312499999972,-1.2896343286633678
2025_1103_1219,Akron,High Point,-0.6690306001741817,-6.14514255287888,1.34375,-0.375,2.03125,4.375,2.84375,2.09375,0.6875,0.0,0.5,0.0625,-1.625,5.375,2.25,1.375,0.0,4.90625,1.09375,1.59375,6.40625,6.5625,1.78125,2.40625,-4.53125,-3.71875,0.5,0.03125,2.25,1.6875,1.9375,5.69140625,0.012098624422130999,-1.5076681688804539,-0.0004959478896452985,-1.847514347346304,5.69140625,-10.514954703451426
2025_1103_1222,Akron,Houston,12.05026663423908,-1.4004095137689205,1.1433823529411757,-0.09191176470588225,2.3602941176470544,10.110294117647058,1.2555147058823515,7.069852941176471,0.6139705882352944,3.1875,2.6819852941176485,1.4908088235294121,0.6360294117647065,17.43566176470589,2.2463235294117645,-0.735294117647058,12.0,5.716911764705882,-0.898897058823529,2.875,5.330882352941174,8.829044117647054,3.2775735294117645,2.5974264705882355,0.6286764705882355,0.610294117647058,-0.7371323529411757,1.898897058823529,9.762867647058826,-0.3786764705882355,3.0441176470588243,9.410753676470591,-0.1537652915662103,-22.650719376290507,-0.06265690241307781,-24.89628912019446,9.410753676470591,-234.2928443683448
2025_1103_1228,Akron,Illinois,1.710189959168332,0.1525469269357842,-0.7594696969696955,-0.5625,0.018939393939390925,-4.321969696969703,3.4043560606060623,-1.0397727272727266,0.8011363636363633,3.1117424242424256,2.5785984848484844,0.23768939393939448,-1.4905303030303045,1.300189393939391,0.8238636363636367,3.3030303030303028,7.0,2.717803030303031,-0.46306818181818166,-2.9734848484848477,0.09469696969696884,-0.9668560606060623,1.4005681818181834,1.2926136363636367,-4.964015151515152,-3.9431818181818166,-1.8191287878787872,2.0994318181818166,0.15056818181818699,3.1685606060606064,0.4772727272727284,0.03319128787879322,-0.2108783699457671,-22.42132538091074,-0.0355629057842183,-18.15733033393469,0.03319128787879322,-0.6026651782239709
2025_1103_1235,Akron,Iowa St,7.169821396337397,0.8261734745117337,-1.3049242424242422,-0.9867424242424243,1.503787878787879,3.950757575757578,-0.019886363636363313,2.7481060606060623,-0.3200757575757578,4.111742424242426,2.669507575757576,0.4498106060606055,-1.4905303030303045,7.845643939393938,-0.2064393939393936,-2.6060606060606055,10.0,2.657196969696969,0.23390151515151514,1.0568181818181834,6.003787878787875,7.669507575757574,2.339962121212121,2.989583333333333,-5.176136363636363,-4.064393939393938,1.1202651515151523,2.19034090909091,3.6051136363636402,-1.8011363636363633,0.23484848484848442,2.659706439393929,-0.1537652915662103,-22.650719376290507,-0.0385395845173963,-19.493117495270788,2.659706439393929,-51.845970126034175
2025_1103_1242,Akron,Kansas,5.248592049098434,6.393501722882974,-1.0018939393939394,-1.1988636363636358,-1.3143939393939377,-0.018939393939390925,-1.6259469696969688,2.1723484848484844,-0.2897727272727284,3.475378787878789,2.5785984848484844,0.025568181818181657,2.357954545454543,6.633522727272734,-0.26704545454545414,1.7272727272727284,6.0,-0.009469696969695462,-1.0388257575757578,-1.0643939393939377,2.4583333333333357,7.972537878787879,1.1581439393939377,3.232007575757576,2.1875,2.208333333333334,1.0596590909090917,4.069128787878787,7.756628787878782,1.3200757575757578,0.3863636363636367,2.8241003787878753,-0.1537652915662103,-22.650719376290507,-0.03788470436150539,-17.16200098008258,2.8241003787878753,-48.4672134686091
2025_1103_1246,Akron,Kentucky,-2.7942179754117262,-1.9450297465310626,-0.8503787878787872,-0.4412878787878789,-1.6780303030303045,-1.837121212121211,-4.171401515151516,-0.9488636363636367,-1.0473484848484844,1.081439393939391,0.9725378787878807,0.41950757575757613,-1.09659090909091,-1.9725378787878753,0.8844696969696972,2.212121212121213,10.0,0.8390151515151523,-0.3115530303030303,-1.03409090909091,2.518939393939391,3.3967803030303045,0.5217803030303045,1.0501893939393945,-4.90340909090909,-3.4280303030303045,1.3323863636363633,0.9176136363636367,-1.3342803030302974,0.8049242424242422,1.2348484848484844,0.09228219696970541,-0.29974200159225395,-25.462723395032963,-0.044434666354781695,-18.063215525154888,0.09228219696970541,-1.6669132129985842
2025_1103_1251,Akron,Liberty,5.568936037212055,2.064679818352303,2.518145161290322,-0.1431451612903225,-1.7943548387096762,3.149193548387096,3.311491935483872,2.75201612903226,1.824596774193548,5.397177419354838,3.835685483870968,0.6179435483870961,2.102822580645162,11.16431451612904,1.1875,1.161290322580646,1.0,1.429435483870968,0.751008064516129,1.1975806451612918,9.899193548387096,3.222782258064516,3.638104838709676,0.4304435483870961,0.4133064516129039,1.90725806451613,4.96875,4.24899193548387,9.613911290322577,1.465725806451613,2.137096774193548,7.263860887096769,0.0027062129928557,-6.809514412010317,-0.006693542696367398,-4.68208602912021,7.263860887096769,-34.01002157694852
2025_1103_1252,Akron,Lipscomb,3.1998778987794907,-0.47730081921442036,1.71875,-0.59375,-0.90625,1.0,0.875,0.8125,0.46875,7.21875,6.0625,0.15625,1.03125,8.15625,1.03125,1.8125,-1.0,3.09375,0.78125,-1.0,7.34375,2.1875,3.40625,0.78125,-0.625,-1.3125,3.6875,5.40625,6.28125,0.84375,2.46875,5.828125,-0.0016516173281226065,-0.11089430466584282,0.006957366720053003,-1.5138726885179468,5.828125,-8.823039262768658
2025_1103_1257,Akron,Louisville,4.510753886890157,1.639200620235016,0.3198529411764728,-0.5625,-0.08088235294117752,2.727941176470587,0.049632352941177516,1.7757352941176485,-0.41544117647058787,4.952205882352942,3.858455882352942,0.43198529411764675,-1.7757352941176485,6.994485294117652,0.7169117647058822,-0.264705882352942,5.0,3.6875,0.8658088235294117,-0.15441176470588402,4.772058823529413,0.564338235294116,3.248161764705884,1.2444852941176485,-3.283088235294116,-2.360294117647058,0.233455882352942,2.78125,5.380514705882348,1.1507352941176467,0.75,3.7291360294117624,-0.1861238309184867,-17.12134403180914,-0.0400910239054098,-15.74318087617861,3.7291360294117624,-58.70846302290389
2025_1103_1266,Akron,Marquette,4.537484125194823,3.5153304093456796,-2.7897727272727284,-0.47159090909090917,-1.981060606060609,5.0719696969696955,0.9195075757575744,2.1723484848484844,0.3162878787878789,3.657196969696969,2.6998106060606055,0.23768939393939448,2.024621212121213,7.360795454545453,1.6117424242424239,-1.5454545454545432,6.0,3.899621212121213,0.021780303030303205,3.0265151515151523,1.5795454545454533,0.15435606060606233,2.3702651515151523,1.2623106060606055,0.8844696969696955,1.0871212121212128,0.7263257575757578,2.311553030303031,7.089962121212125,-1.4678030303030312,2.8106060606060606,4.0839488636363654,-0.07622126503354701,-19.518799331476547,-0.03421769447640959,-15.335453010762794,4.0839488636363654,-62.629205896653595
2025_1103_1268,Akron,Maryland,9.5892391198131,0.14016834048418048,-0.21401515151515227,-0.10795454545454541,-0.5568181818181834,2.19318181818182,2.131628787878789,2.1117424242424256,0.9223484848484844,5.354166666666666,3.760416666666666,0.4498106060606055,-1.066287878787879,8.90625,2.2178030303030303,-1.2121212121212128,9.0,3.020833333333334,-0.8267045454545459,0.08712121212121104,2.4583333333333357,7.18465909090909,1.12784090909091,2.5047348484848477,-3.1155303030303045,-2.458333333333334,0.9384469696969688,2.7660984848484844,2.3020833333333286,-0.3162878787878789,1.9015151515151523,1.9415246212121247,-0.2108783699457671,-22.42132538091074,-0.0394149711233903,-19.985910067277707,1.9415246212121247,-38.80313647295094
2025_1103_1270,Akron,McNeese St,5.98485749972933,-0.029981649800262744,-0.09475806451612989,-0.756048387096774,1.108870967741936,6.762096774193552,-2.107862903225808,4.816532258064516,-0.756048387096774,3.526209677419356,2.932459677419354,-0.47883064516129004,0.8125,11.809475806451616,0.993951612903226,-1.03225806451613,1.0,4.300403225806452,0.2671370967741935,2.358870967741936,6.963709677419352,8.09375,3.50907258064516,3.172379032258065,-3.199596774193548,-1.544354838709678,-0.48286290322580605,1.8618951612903238,8.646169354838705,-1.211693548387096,1.71774193548387,7.6445060483871,0.027597644819668102,-0.6952650564322385,0.003975050639841701,-5.335247395152754,7.6445060483871,-40.78533098188675
2025_1103_1272,Akron,Memphis,2.5227986931440114,3.974142885916777,-1.797794117647058,-1.2977941176470589,0.8014705882352935,0.757352941176471,-1.303308823529413,1.2757352941176485,-0.5036764705882355,0.334558823529413,0.6231617647058822,-1.2150735294117645,-1.9227941176470544,2.670955882352942,-0.45955882352941213,-0.7941176470588243,8.0,3.069852941176473,-0.9871323529411766,1.1691176470588225,4.742647058823529,9.417279411764707,2.101102941176471,3.1856617647058822,-6.2242647058823515,-3.5661764705882355,-0.6488970588235272,0.516544117647058,3.821691176470594,-0.20220588235294112,-1.6323529411764728,0.8026654411764724,-0.0746167472104643,-8.49990436113848,-0.037879680504050196,-9.063624203110999,0.8026654411764724,-7.2750579196478435
2025_1103_1276,Akron,Michigan,4.211103862158623,5.399111094685864,0.5845588235294112,-0.0625,1.5367647058823515,-1.448529411764703,-1.0680147058823515,1.4227941176470544,-0.20955882352941213,2.805147058823529,2.0349264705882355,-0.5974264705882355,-1.4816176470588225,4.670955882352942,-0.07720588235294112,1.2941176470588243,8.0,1.540441176470587,0.1305147058823528,-0.9191176470588225,5.919117647058826,4.358455882352946,2.6305147058823515,2.391544117647058,-3.165441176470587,-1.9485294117647083,0.8511029411764728,1.163602941176471,5.704044117647058,2.0919117647058822,-1.985294117647058,1.579136029411771,-0.2108783699457671,-22.42132538091074,-0.0500508523110972,-16.61519121262226,1.579136029411771,-26.237647079417663
2025_1103_1277,Akron,Michigan St,6.976166778643517,2.3672275179060165,-0.5473484848484844,-0.6837121212121211,1.3219696969696955,3.4356060606060623,-0.6259469696969688,3.3238636363636367,0.7405303030303028,1.5359848484848477,1.2755681818181817,1.1164772727272716,-2.7329545454545467,8.66382575757575,1.1875,1.1818181818181817,11.0,0.8390151515151523,-0.7964015151515156,-1.5492424242424256,4.852272727272727,9.699810606060609,2.885416666666668,4.68655303030303,-5.236742424242426,-4.640151515151516,-0.3645833333333339,1.28125,5.817234848484844,2.0776515151515156,0.9318181818181817,3.6612215909090935,-0.2108783699457671,-22.42132538091074,-0.053711395698127294,-18.921632998005737,3.6612215909090935,-69.27629126755657
2025_1103_1279,Akron,Mississippi,2.026671285352421,5.272665939912102,-2.092803030303031,-1.5928030303030303,-3.1931818181818166,5.708333333333336,-1.1107954545454533,2.566287878787879,-0.5625,-1.2821969696969688,-0.3910984848484844,0.11647727272727337,-1.09659090909091,4.178977272727266,1.3693181818181817,-1.5454545454545432,7.0,3.475378787878787,-0.12973484848484862,2.6325757575757613,4.0340909090909065,4.942234848484848,3.6429924242424256,2.413825757575758,-4.206439393939391,-2.912878787878787,2.635416666666667,0.12973484848484773,6.786931818181813,-1.2253787878787872,3.2651515151515156,2.665767045454544,-0.29974200159225395,-25.462723395032963,-0.037307702681350995,-14.379491798695213,2.665767045454544,-38.332375367345584
2025_1103_1280,Akron,Mississippi St,-0.8607801520202258,2.2114001505572674,-1.5473484848484844,-0.7140151515151514,-2.375,3.617424242424242,-2.1714015151515156,1.3238636363636367,-1.7746212121212128,0.23295454545454675,0.8816287878787872,-0.004734848484847731,-0.5208333333333321,1.7547348484848442,1.066287878787879,-0.7272727272727284,5.0,2.4147727272727284,-0.8873106060606064,0.875,0.6401515151515227,2.2452651515151523,1.5823863636363633,2.232007575757576,-2.90340909090909,-1.1856060606060606,-1.4857954545454568,0.9176136363636367,4.211174242424249,-1.6496212121212128,1.5681818181818183,2.3150094696969745,-0.29974200159225395,-25.462723395032963,-0.029964663097034903,-13.984207678144461,2.3150094696969745,-32.373573201113565
2025_1103_1281,Akron,Missouri,-1.23672642579551,-5.247317252397778,-0.3958333333333339,-1.1079545454545454,1.53409090909091,3.799242424242422,1.3740530303030312,1.1723484848484844,0.10416666666666696,0.35416666666666785,-0.3910984848484844,-0.6107954545454568,-3.4905303030303045,2.057765151515156,0.6723484848484844,-1.5757575757575761,7.0,3.8390151515151523,1.0520833333333335,3.4204545454545467,6.4280303030303045,5.154356060606062,2.21875,1.8077651515151523,-9.842803030303031,-6.731060606060609,0.27178030303030454,0.09943181818181657,-0.48579545454545325,-1.8314393939393945,1.3863636363636367,2.867282196969697,-0.29974200159225395,-25.462723395032963,-0.0335303962109672,-16.847965136056427,2.867282196969697,-48.30787048978073
2025_1103_1285,Akron,Montana,-6.727198542338257,3.0255736308535006,-0.38508064516129004,-0.465725806451613,-0.3104838709677402,3.0524193548387117,2.956653225806452,-0.3447580645161281,0.566532258064516,2.106854838709676,1.351814516129032,0.84375,-0.8326612903225801,1.2288306451612954,1.606854838709677,1.838709677419354,-1.0,4.461693548387096,0.654233870967742,3.197580645161292,10.125,9.222782258064516,3.412298387096776,3.398185483870968,-2.360887096774192,-1.705645161290322,4.581653225806452,1.8296370967741922,8.517137096774192,1.497983870967742,1.266129032258064,5.688054435483878,0.039274059597587896,-3.0999215690991075,0.011318708323224902,4.6840085117786,5.688054435483878,26.642895391266503
