Season,Team1,Team2,RatingDiff,Team1Win
2003,Louisville,Butler,12.613003048420852,0
2003,LSU,Purdue,1.7514273384487247,0
2003,Manhattan,Syracuse,-12.235653549035579,0
2003,Marquette,Holy Cross,11.54424473824249,1
2003,Marquette,Kansas,-8.026176319634505,0
2003,Marquette,Kentucky,-6.355692024400792,1
2003,Marquette,Missouri,1.0690596236116754,1
2003,Marquette,Pittsburgh,-4.648615255948165,1
2003,Maryland,Michigan St,5.806698168084889,0
2003,Maryland,UNC Wilmington,12.72421930144737,1
2003,Maryland,Xavier,4.265680882694177,1
2003,Memphis,Arizona St,-1.660954673494981,0
2003,Michigan St,Colorado,1.688514498102375,1
2003,Michigan St,Florida,-4.229351575903703,1
2003,Michigan St,Maryland,-5.806698168084889,1
2003,Michigan St,Texas,-4.414986320897434,0
2003,Mississippi St,Butler,10.230613908317592,0
2003,Missouri,Marquette,-1.0690596236116754,0
2003,Missouri,S Illinois,6.892350219981218,1
2003,NC State,California,-0.15657098832905447,0
2003,Notre Dame,Arizona,-6.058860767507426,0
2003,Notre Dame,Illinois,-2.9506310252097627,1
2003,Notre Dame,WI Milwaukee,10.142328299876525,1
2003,Oklahoma,Butler,11.715781351872314,1
2003,Oklahoma,California,7.844886933883156,1
2003,Oklahoma,S Carolina St,29.31947593532543,1
2003,Oklahoma,Syracuse,2.213388011786172,0
2003,Oklahoma St,Penn,6.006598287675436,1
2003,Oklahoma St,Syracuse,-2.760303418821538,0
2003,Oregon,Utah,3.0308151850232683,0
2003,Penn,Oklahoma St,-6.006598287675436,0
2003,Pittsburgh,Indiana,8.27443159518995,1
2003,Pittsburgh,Marquette,4.648615255948165,0
2003,Pittsburgh,Wagner,24.49040798115199,1
2003,Purdue,LSU,-1.7514273384487247,1
2003,Purdue,Texas,-4.026171007674353,0
2003,S Carolina St,Oklahoma,-29.31947593532543,0
2003,S Illinois,Missouri,-6.892350219981218,0
2003,Sam Houston St,Florida,-20.21834690242485,0
2003,San Diego,Stanford,-8.25493485851311,0
2003,St Joseph's PA,Auburn,2.535582308044587,0
2003,Stanford,Connecticut,-1.643312866282157,0
2003,Stanford,San Diego,8.25493485851311,1
2003,Syracuse,Auburn,5.2615589714988875,1
2003,Syracuse,Kansas,-6.944514489784773,1
2003,Syracuse,Manhattan,12.235653549035579,1
2003,Syracuse,Oklahoma,-2.213388011786172,1
2003,Syracuse,Oklahoma St,2.760303418821538,1
2003,Syracuse,Texas,-1.8391185682190496,1
2003,Texas,Connecticut,4.047505562212432,1
2003,Texas,Michigan St,4.414986320897434,1
2003,Texas,Purdue,4.026171007674353,1
2003,Texas,Syracuse,1.8391185682190496,0
2003,Texas,UNC Asheville,33.274432300407675,1
2003,Troy,Xavier,-13.7782629411047,0
2003,Tulsa,Dayton,-1.9026318470251127,1
2003,Tulsa,Wisconsin,-8.297427986991254,0
2003,TX Southern,UNC Asheville,5.001604716728622,0
2003,UNC Asheville,Texas,-33.274432300407675,0
2003,UNC Asheville,TX Southern,-5.001604716728622,1
2003,UNC Wilmington,Maryland,-12.72421930144737,0
2003,Utah,Kentucky,-11.488821874521916,0
2003,Utah,Oregon,-3.0308151850232683,1
2003,Utah St,Kansas,-20.922813954119675,0
2003,Vermont,Arizona,-24.71522043339652,0
2003,WKU,Illinois,-13.025798345300895,0
2003,Wagner,Pittsburgh,-24.49040798115199,0
2003,Wake Forest,Auburn,5.3992530276691415,0
2003,Wake Forest,ETSU,19.342005104392204,1
2003,Weber St,Wisconsin,-13.541812010323763,0
2003,WI Milwaukee,Notre Dame,-10.142328299876525,0
2003,Wisconsin,Kentucky,-4.854090120339517,0
2003,Wisconsin,Tulsa,8.297427986991254,1
2003,Wisconsin,Weber St,13.541812010323763,1
2003,Xavier,Maryland,-4.265680882694177,0
2003,Xavier,Troy,13.7782629411047,1
2004,Air Force,North Carolina,-10.455109097585,0
2004,Alabama,Connecticut,-7.161052181876034,0
2004,Alabama,S Illinois,4.027118702428352,1
2004,Alabama,Stanford,-3.2604009324989605,1
2004,Alabama,Syracuse,1.9032778245651478,1
2004,Alabama St,Duke,-37.031290407126264,0
2004,Arizona,Seton Hall,1.192891830300935,0
2004,Boston College,Georgia Tech,-9.863752548921088,0
2004,Boston College,Utah,-0.2515800090182374,1
2004,BYU,Syracuse,0.4612944438536779,0
2004,Charlotte,Texas Tech,-2.0424856255903503,0
2004,Cincinnati,ETSU,16.411821353286022,1
2004,Cincinnati,Illinois,4.665880647178401,0
2004,Connecticut,Alabama,7.161052181876034,1
2004,Connecticut,DePaul,12.433218081111464,1
2004,Connecticut,Duke,-4.154156510961837,1
2004,Connecticut,Georgia Tech,0.31054214872944996,1
2004,Connecticut,Vanderbilt,5.589513010820607,1
2004,Connecticut,Vermont,24.72151805469729,1
2004,Dayton,DePaul,-2.1674132986371255,0
2004,DePaul,Connecticut,-12.433218081111464,0
2004,DePaul,Dayton,2.1674132986371255,1
2004,Duke,Alabama St,37.031290407126264,1
2004,Duke,Connecticut,4.154156510961837,0
2004,Duke,Illinois,10.31593834257528,1
2004,Duke,Seton Hall,11.391931045044027,1
2004,Duke,Xavier,13.707724478559259,1
2004,E Washington,Oklahoma St,-19.27073670689188,0
2004,ETSU,Cincinnati,-16.411821353286022,0
2004,Florida,Manhattan,9.42172409448672,0
2004,Florida A&M,Kentucky,-30.64947290588854,0
2004,Florida A&M,Lehigh,-4.161295096971844,1
2004,Georgia Tech,Boston College,9.863752548921088,1
2004,Georgia Tech,Connecticut,-0.31054214872944996,0
2004,Georgia Tech,Kansas,5.66495111066191,1
2004,Georgia Tech,Nevada,7.393900339514529,1
2004,Georgia Tech,Northern Iowa,14.97539180232162,1
2004,Georgia Tech,Oklahoma St,1.2209911716868262,1
2004,Gonzaga,Nevada,5.618722873415189,0
2004,Gonzaga,Valparaiso,19.395636704186867,1
2004,IL Chicago,Kansas,-9.48050436121709,0
2004,Illinois,Cincinnati,-4.665880647178401,1
2004,Illinois,Duke,-10.31593834257528,0
2004,Illinois,Murray St,7.884707278846507,1
2004,Kansas,Georgia Tech,-5.66495111066191,0
2004,Kansas,IL Chicago,9.48050436121709,1
2004,Kansas,Pacific,10.350492516592244,1
2004,Kansas,UAB,3.2721546797439363,1
2004,Kentucky,Florida A&M,30.64947290588854,1
2004,Kentucky,UAB,7.412655927967714,0
2004,Lehigh,Florida A&M,4.161295096971844,0
2004,Liberty,St Joseph's PA,-23.166685459499178,0
2004,Louisville,Xavier,7.32653622966958,0
2004,Manhattan,Florida,-9.42172409448672,1
2004,Manhattan,Wake Forest,-11.378770666293182,0
2004,Maryland,Syracuse,4.941927807326529,0
2004,Maryland,UTEP,6.323814780243881,1
2004,Memphis,Oklahoma St,-7.118200709026469,0
2004,Memphis,South Carolina,-0.6234962452013342,1
2004,Michigan St,Nevada,-2.0679378574710814,0
2004,Mississippi St,Monmouth NJ,21.901105050155277,1
2004,Mississippi St,Xavier,5.226672508604123,0
2004,Monmouth NJ,Mississippi St,-21.901105050155277,0
2004,Murray St,Illinois,-7.884707278846507,0
2004,NC State,Louisiana,12.71185476241974,1
2004,NC State,Vanderbilt,2.8259150447931134,0
2004,Nevada,Georgia Tech,-7.393900339514529,0
2004,Nevada,Gonzaga,-5.618722873415189,1
2004,Nevada,Michigan St,2.0679378574710814,1
2004,North Carolina,Air Force,10.455109097585,1
2004,North Carolina,Texas,1.1276712336187877,0
2004,Northern Iowa,Georgia Tech,-14.97539180232162,0
2004,Oklahoma St,E Washington,19.27073670689188,1
2004,Oklahoma St,Georgia Tech,-1.2209911716868262,0
2004,Oklahoma St,Memphis,7.118200709026469,1
2004,Oklahoma St,Pittsburgh,1.8133609115382363,1
2004,Oklahoma St,St Joseph's PA,0.2394538192181095,1
2004,Pacific,Kansas,-10.350492516592244,0
2004,Pacific,Providence,-9.824938055736274,1
2004,Pittsburgh,Oklahoma St,-1.8133609115382363,0
2004,Pittsburgh,UCF,16.541502472506885,1
2004,Pittsburgh,Wisconsin,-0.23200300770400517,1
2004,Princeton,Texas,-17.147526731901117,0
2004,Providence,Pacific,9.824938055736274,0
2004,Richmond,Wisconsin,-8.601357578916895,0
2004,S Illinois,Alabama,-4.027118702428352,0
2004,Seton Hall,Arizona,-1.192891830300935,1
2004,Seton Hall,Duke,-11.391931045044027,0
2004,South Carolina,Memphis,0.6234962452013342,0
2004,St Joseph's PA,Liberty,23.166685459499178,1
2004,St Joseph's PA,Oklahoma St,-0.2394538192181095,0
2004,St Joseph's PA,Texas Tech,5.406159606017889,1
2004,St Joseph's PA,Wake Forest,0.5133935772406879,1
2004,Stanford,Alabama,3.2604009324989605,0
2004,Stanford,UT San Antonio,24.92556996118354,1
2004,Syracuse,Alabama,-1.9032778245651478,0
2004,Syracuse,BYU,-0.4612944438536779,1
2004,Syracuse,Maryland,-4.941927807326529,1
2004,Texas,North Carolina,-1.1276712336187877,1
2004,Texas,Princeton,17.147526731901117,1
2004,Texas,Xavier,6.50738589503157,0
2004,Texas Tech,Charlotte,2.0424856255903503,1
2004,Texas Tech,St Joseph's PA,-5.406159606017889,0
2004,UAB,Kansas,-3.2721546797439363,0
2004,UAB,Kentucky,-7.412655927967714,1
2004,UAB,Washington,2.78540079048501,1
2004,UCF,Pittsburgh,-16.541502472506885,0
2004,Louisiana,NC State,-12.71185476241974,0
2004,UT San Antonio,Stanford,-24.92556996118354,0
2004,Utah,Boston College,0.2515800090182374,0
2004,UTEP,Maryland,-6.323814780243881,0
2004,VCU,Wake Forest,-12.936163443035554,0
2004,Valparaiso,Gonzaga,-19.395636704186867,0
2004,Vanderbilt,Connecticut,-5.589513010820607,0
2004,Vanderbilt,NC State,-2.8259150447931134,1
2004,Vanderbilt,W Michigan,3.315291610285522,1
2004,Vermont,Connecticut,-24.72151805469729,0
2004,W Michigan,Vanderbilt,-3.315291610285522,0
2004,Wake Forest,Manhattan,11.378770666293182,1
2004,Wake Forest,St Joseph's PA,-0.5133935772406879,0
2004,Wake Forest,VCU,12.936163443035554,1
2004,Washington,UAB,-2.78540079048501,0
2004,Wisconsin,Pittsburgh,0.23200300770400517,0
2004,Wisconsin,Richmond,8.601357578916895,1
2004,Xavier,Duke,-13.707724478559259,0
2004,Xavier,Louisville,-7.32653622966958,1
2004,Xavier,Mississippi St,-5.226672508604123,1
2004,Xavier,Texas,-6.50738589503157,1
2005,Alabama,WI Milwaukee,8.386501952450741,0
2005,Alabama A&M,Oakland,-9.319717415911965,0
2005,Arizona,Illinois,-6.590140701547476,0
2005,Arizona,Oklahoma St,-4.985137628313499,1
2005,Arizona,UAB,6.818966146757777,1
2005,Arizona,Utah St,4.20082283228756,1
2005,Boston College,Penn,9.385945623727903,1
2005,Boston College,WI Milwaukee,5.4648450787727825,0
2005,Bucknell,Kansas,-20.328555688716527,1
2005,Bucknell,Wisconsin,-15.397158001010464,0
2005,Charlotte,NC State,-6.727340751624059,0
2005,Chattanooga,Wake Forest,-22.805170463911914,0
2005,Cincinnati,Iowa,1.7758761664431617,1
2005,Cincinnati,Kentucky,-2.5405064884016078,0
2005,Connecticut,NC State,3.3913487176572232,0
2005,Connecticut,UCF,25.43764514670373,1
2005,Creighton,West Virginia,-1.0640732530252954,0
2005,Delaware St,Duke,-31.74220894803042,0
2005,Duke,Delaware St,31.74220894803042,1
2005,Duke,Michigan St,3.853872706493913,0
2005,Duke,Mississippi St,12.35042289166682,1
2005,E Kentucky,Kentucky,-22.79968340976258,0
2005,F Dickinson,Illinois,-28.24782763405906,0
2005,Florida,Ohio,16.06241588478679,1
2005,Florida,Villanova,2.630039781537853,0
2005,G Washington,Georgia Tech,-7.168792323916108,0
2005,Georgia Tech,G Washington,7.168792323916108,1
2005,Georgia Tech,Louisville,-4.508176680692589,0
2005,Gonzaga,Texas Tech,-2.8544564111526647,0
2005,Gonzaga,Winthrop,13.048187235844363,1
2005,Illinois,Arizona,6.590140701547476,1
2005,Illinois,F Dickinson,28.24782763405906,1
2005,Illinois,Louisville,1.3724227259452064,1
2005,Illinois,Nevada,15.541866472487452,1
2005,Illinois,North Carolina,-4.9026262690746485,0
2005,Illinois,WI Milwaukee,14.841745779302437,1
2005,Iowa,Cincinnati,-1.7758761664431617,0
2005,Iowa St,Minnesota,-1.2429362336261445,1
2005,Iowa St,North Carolina,-17.417438148005605,0
2005,Kansas,Bucknell,20.328555688716527,0
2005,Kentucky,Cincinnati,2.5405064884016078,1
2005,Kentucky,E Kentucky,22.79968340976258,1
2005,Kentucky,Michigan St,-0.9607686408608593,0
2005,Kentucky,Utah,6.600889093169421,1
2005,Louisville,Georgia Tech,4.508176680692589,1
2005,Louisville,Illinois,-1.3724227259452064,0
2005,Louisville,Louisiana,17.138393781022877,1
2005,Louisville,Washington,1.9608781223480065,1
2005,Louisville,West Virginia,11.465116113478102,1
2005,LSU,UAB,1.7336469586612697,0
2005,Michigan St,Duke,-3.853872706493913,1
2005,Michigan St,Kentucky,0.9607686408608593,1
2005,Michigan St,North Carolina,-8.194514450577831,0
2005,Michigan St,Old Dominion,14.475479885340686,1
2005,Michigan St,Vermont,12.961917149827375,1
2005,Minnesota,Iowa St,1.2429362336261445,0
2005,Mississippi St,Duke,-12.35042289166682,0
2005,Mississippi St,Stanford,2.375261698519397,1
2005,Montana,Washington,-24.52759519874665,0
2005,NC State,Charlotte,6.727340751624059,1
2005,NC State,Connecticut,-3.3913487176572232,1
2005,NC State,Wisconsin,-0.16191228456596818,0
2005,Nevada,Illinois,-15.541866472487452,0
2005,Nevada,Texas,-7.8388330328532305,1
2005,New Mexico,Villanova,-7.252193150656607,0
2005,Niagara,Oklahoma,-17.767719206484152,0
2005,North Carolina,Illinois,4.9026262690746485,1
2005,North Carolina,Iowa St,17.417438148005605,1
2005,North Carolina,Michigan St,8.194514450577831,1
2005,North Carolina,Oakland,31.361880598259436,1
2005,North Carolina,Villanova,10.373883722558428,1
2005,North Carolina,Wisconsin,12.184213976683186,1
2005,Northern Iowa,Wisconsin,-7.135739992930787,0
2005,Oakland,Alabama A&M,9.319717415911965,1
2005,Oakland,North Carolina,-31.361880598259436,0
2005,Ohio,Florida,-16.06241588478679,0
2005,Oklahoma,Niagara,17.767719206484152,1
2005,Oklahoma,Utah,7.887639840725004,0
2005,Oklahoma St,Arizona,4.985137628313499,0
2005,Oklahoma St,S Illinois,11.15859754177149,1
2005,Oklahoma St,SE Louisiana,23.51773294194925,1
2005,Old Dominion,Michigan St,-14.475479885340686,0
2005,Pacific,Pittsburgh,-6.630989011359242,1
2005,Pacific,Washington,-12.150809680790934,0
2005,Penn,Boston College,-9.385945623727903,0
2005,Pittsburgh,Pacific,6.630989011359242,0
2005,S Illinois,Oklahoma St,-11.15859754177149,0
2005,S Illinois,St Mary's CA,4.1361399384983395,1
2005,SE Louisiana,Oklahoma St,-23.51773294194925,0
2005,St Mary's CA,S Illinois,-4.1361399384983395,0
2005,Stanford,Mississippi St,-2.375261698519397,0
2005,Syracuse,Vermont,9.398774015754174,0
2005,Texas,Nevada,7.8388330328532305,0
2005,Texas Tech,Gonzaga,2.8544564111526647,1
2005,Texas Tech,UCLA,6.9404736824635105,1
2005,Texas Tech,West Virginia,5.480430263011057,0
2005,UAB,Arizona,-6.818966146757777,0
2005,UAB,LSU,-1.7336469586612697,1
2005,UCF,Connecticut,-25.43764514670373,0
2005,UCLA,Texas Tech,-6.9404736824635105,0
2005,Louisiana,Louisville,-17.138393781022877,0
2005,Utah,Kentucky,-6.600889093169421,0
2005,Utah,Oklahoma,-7.887639840725004,1
2005,Utah,UTEP,3.5801639385320616,1
2005,Utah St,Arizona,-4.20082283228756,0
2005,UTEP,Utah,-3.5801639385320616,0
2005,Vermont,Michigan St,-12.961917149827375,0
2005,Vermont,Syracuse,-9.398774015754174,1
2005,Villanova,Florida,-2.630039781537853,1
2005,Villanova,New Mexico,7.252193150656607,1
2005,Villanova,North Carolina,-10.373883722558428,0
2005,Wake Forest,Chattanooga,22.805170463911914,1
2005,Wake Forest,West Virginia,10.110135513962542,0
2005,Washington,Louisville,-1.9608781223480065,0
2005,Washington,Montana,24.52759519874665,1
2005,Washington,Pacific,12.150809680790934,1
2005,West Virginia,Creighton,1.0640732530252954,1
2005,West Virginia,Louisville,-11.465116113478102,0
2005,West Virginia,Texas Tech,-5.480430263011057,1
2005,West Virginia,Wake Forest,-10.110135513962542,1
2005,WI Milwaukee,Alabama,-8.386501952450741,1
2005,WI Milwaukee,Boston College,-5.4648450787727825,1
2005,WI Milwaukee,Illinois,-14.841745779302437,0
2005,Winthrop,Gonzaga,-13.048187235844363,0
2005,Wisconsin,Bucknell,15.397158001010464,1
2005,Wisconsin,NC State,0.16191228456596818,1
2005,Wisconsin,North Carolina,-12.184213976683186,0
2005,Wisconsin,Northern Iowa,7.135739992930787,1
2006,Air Force,Illinois,-6.73324052149615,0
2006,Alabama,Marquette,-1.6401747168516518,1
2006,Alabama,UCLA,-6.317843852908615,0
2006,SUNY Albany,Connecticut,-22.595428938101126,0
2006,Arizona,Villanova,-5.548336334332635,0
2006,Arizona,Wisconsin,0.9301351696876434,1
2006,Arkansas,Bucknell,7.836027060166785,0
2006,Belmont,UCLA,-18.75796696822531,0
2006,Boston College,Montana,8.935594648765907,1
2006,Boston College,Pacific,6.1107034340582835,1
2006,Boston College,Villanova,-6.013778853652074,0
2006,Bradley,Kansas,-9.057690738587214,1
2006,Bradley,Memphis,-7.034412634690293,0
2006,Bradley,Pittsburgh,-5.1557642526192335,1
2006,Bucknell,Arkansas,-7.836027060166785,1
2006,Bucknell,Memphis,-11.158336417645362,0
2006,California,NC State,-1.3175825496456142,0
2006,Connecticut,SUNY Albany,22.595428938101126,1
2006,Connecticut,George Mason,11.122382578426013,0
2006,Connecticut,Kentucky,9.480319325344539,1
2006,Connecticut,Washington,4.231502639067006,1
2006,Davidson,Ohio St,-15.129238430358848,0
2006,Duke,G Washington,12.393102011752381,1
2006,Duke,LSU,6.158237316979616,0
2006,Duke,Southern Univ,29.355646007548618,1
2006,Florida,George Mason,7.697558645228,1
2006,Florida,Georgetown,5.184286663334181,1
2006,Florida,South Alabama,13.43753277155251,1
2006,Florida,UCLA,1.9517732290494045,1
2006,Florida,Villanova,-1.352327010053802,1
2006,Florida,WI Milwaukee,10.542325701417854,1
2006,G Washington,Duke,-12.393102011752381,0
2006,G Washington,UNC Wilmington,1.6301170815996056,1
2006,George Mason,Connecticut,-11.122382578426013,1
2006,George Mason,Florida,-7.697558645228,0
2006,George Mason,Michigan St,-2.038285272993141,1
2006,George Mason,North Carolina,-8.898841754104549,1
2006,George Mason,Wichita St,0.010507316965499669,1
2006,Georgetown,Florida,-5.184286663334181,0
2006,Georgetown,Northern Iowa,1.6429815032279986,1
2006,Georgetown,Ohio St,-4.000450776431389,1
2006,Gonzaga,Indiana,-0.6207991930986214,1
2006,Gonzaga,UCLA,-4.541473841878313,0
2006,Gonzaga,Xavier,1.758237533719159,1
2006,Hampton,Monmouth NJ,-5.7589813884390555,0
2006,Illinois,Air Force,6.73324052149615,1
2006,Illinois,Washington,-0.3988179293598044,0
2006,Indiana,Gonzaga,0.6207991930986214,0
2006,Indiana,San Diego St,2.4765123181647315,1
2006,Iona,LSU,-9.712657238175996,0
2006,Iowa,Northwestern LA,11.619175745740684,0
2006,Kansas,Bradley,9.057690738587214,0
2006,Kent,Pittsburgh,-10.147951434014429,0
2006,Kentucky,Connecticut,-9.480319325344539,0
2006,Kentucky,UAB,2.9386560947538616,1
2006,LSU,Duke,-6.158237316979616,1
2006,LSU,Iona,9.712657238175996,1
2006,LSU,Texas,-5.76305711374868,1
2006,LSU,Texas A&M,3.532487612685369,1
2006,LSU,UCLA,0.18529260223395383,0
2006,Marquette,Alabama,1.6401747168516518,0
2006,Memphis,Bradley,7.034412634690293,1
2006,Memphis,Bucknell,11.158336417645362,1
2006,Memphis,Oral Roberts,15.253034180796035,1
2006,Memphis,UCLA,1.852032958383358,0
2006,Michigan St,George Mason,2.038285272993141,0
2006,Monmouth NJ,Hampton,5.7589813884390555,1
2006,Monmouth NJ,Villanova,-23.878130948065618,0
2006,Montana,Boston College,-8.935594648765907,0
2006,Montana,Nevada,-6.207344567903474,1
2006,Murray St,North Carolina,-15.774322075471922,0
2006,NC State,California,1.3175825496456142,1
2006,NC State,Texas,-9.102519975358897,0
2006,Nevada,Montana,6.207344567903474,0
2006,North Carolina,George Mason,8.898841754104549,0
2006,North Carolina,Murray St,15.774322075471922,1
2006,Northern Iowa,Georgetown,-1.6429815032279986,0
2006,Northwestern LA,Iowa,-11.619175745740684,1
2006,Northwestern LA,West Virginia,-10.647405472353704,0
2006,Ohio St,Davidson,15.129238430358848,1
2006,Ohio St,Georgetown,4.000450776431389,0
2006,Oklahoma,WI Milwaukee,4.607672567250104,0
2006,Oral Roberts,Memphis,-15.253034180796035,0
2006,Pacific,Boston College,-6.1107034340582835,0
2006,Penn,Texas,-16.555060566485533,0
2006,Pittsburgh,Bradley,5.1557642526192335,0
2006,Pittsburgh,Kent,10.147951434014429,1
2006,S Illinois,West Virginia,-4.547848854587219,0
2006,San Diego St,Indiana,-2.4765123181647315,0
2006,Seton Hall,Wichita St,-3.337496513692125,0
2006,South Alabama,Florida,-13.43753277155251,0
2006,Southern Univ,Duke,-29.355646007548618,0
2006,Syracuse,Texas A&M,-1.2871230317722215,0
2006,Tennessee,Wichita St,4.223463662026331,0
2006,Tennessee,Winthrop,8.780122494354156,1
2006,Texas,LSU,5.76305711374868,0
2006,Texas,NC State,9.102519975358897,1
2006,Texas,Penn,16.555060566485533,1
2006,Texas,West Virginia,8.659561745710715,1
2006,Texas A&M,LSU,-3.532487612685369,0
2006,Texas A&M,Syracuse,1.2871230317722215,1
2006,UAB,Kentucky,-2.9386560947538616,0
2006,UCLA,Alabama,6.317843852908615,1
2006,UCLA,Belmont,18.75796696822531,1
2006,UCLA,Florida,-1.9517732290494045,0
2006,UCLA,Gonzaga,4.541473841878313,1
2006,UCLA,LSU,-0.18529260223395383,1
2006,UCLA,Memphis,-1.852032958383358,1
2006,UNC Wilmington,G Washington,-1.6301170815996056,0
2006,Utah St,Washington,-9.477674223740065,0
2006,Villanova,Arizona,5.548336334332635,1
2006,Villanova,Boston College,6.013778853652074,1
2006,Villanova,Florida,1.352327010053802,0
2006,Villanova,Monmouth NJ,23.878130948065618,1
2006,Washington,Connecticut,-4.231502639067006,0
2006,Washington,Illinois,0.3988179293598044,1
2006,Washington,Utah St,9.477674223740065,1
2006,West Virginia,Northwestern LA,10.647405472353704,1
2006,West Virginia,S Illinois,4.547848854587219,1
2006,West Virginia,Texas,-8.659561745710715,0
2006,WI Milwaukee,Florida,-10.542325701417854,0
2006,WI Milwaukee,Oklahoma,-4.607672567250104,1
2006,Wichita St,George Mason,-0.010507316965499669,0
2006,Wichita St,Seton Hall,3.337496513692125,1
2006,Wichita St,Tennessee,-4.223463662026331,1
2006,Winthrop,Tennessee,-8.780122494354156,0
2006,Wisconsin,Arizona,-0.9301351696876434,0
2006,Xavier,Gonzaga,-1.758237533719159,0
2007,SUNY Albany,Virginia,-14.39418541707086,0
2007,Arizona,Purdue,1.9013469690721365,0
2007,Arkansas,USC,1.5447730684415646,0
2007,Belmont,Georgetown,-18.066499756561235,0
2007,Boston College,Georgetown,-5.45161642950416,0
2007,Boston College,Texas Tech,3.919497850933107,1
2007,Butler,Florida,-9.72486575347407,0
2007,Butler,Maryland,-5.8313194367732635,1
2007,Butler,Old Dominion,5.659381725861962,1
2007,BYU,Xavier,-3.140198756404553,0
2007,Central Conn,Ohio St,-25.2701788914844,0
2007,Creighton,Nevada,2.262030130715706,0
2007,Davidson,Maryland,-10.519092592457481,0
2007,Duke,VCU,10.790119494409298,0
2007,E Kentucky,North Carolina,-31.882108745893145,0
2007,Florida,Butler,9.72486575347407,1
2007,Florida,Jackson St,35.34442036949262,1
2007,Florida,Ohio St,1.652149823503052,1
2007,Florida,Oregon,7.453479883812214,1
2007,Florida,Purdue,8.80604739691151,1
2007,Florida,UCLA,3.0647676540451876,1
2007,Florida A&M,Niagara,-6.79018855763271,0
2007,G Washington,Vanderbilt,-5.1055058184985755,0
2007,Georgetown,Belmont,18.066499756561235,1
2007,Georgetown,Boston College,5.45161642950416,1
2007,Georgetown,North Carolina,-7.985887963386645,1
2007,Georgetown,Ohio St,-2.25518327325344,0
2007,Georgetown,Vanderbilt,7.938615176523626,1
2007,Georgia Tech,UNLV,5.812314961740892,0
2007,Gonzaga,Indiana,-4.184676867101231,0
2007,Holy Cross,S Illinois,-9.727192676041813,0
2007,Illinois,Virginia Tech,-0.5924087563519045,0
2007,Indiana,Gonzaga,4.184676867101231,1
2007,Indiana,UCLA,-3.4736971246720785,0
2007,Jackson St,Florida,-35.34442036949262,0
2007,Kansas,Kentucky,6.2609621782021065,1
2007,Kansas,Niagara,26.283218010063603,1
2007,Kansas,S Illinois,10.107493080643804,1
2007,Kansas,UCLA,2.9330372705516297,0
2007,Kentucky,Kansas,-6.2609621782021065,0
2007,Kentucky,Villanova,0.39381881246828243,1
2007,Long Beach St,Tennessee,-11.148063014904363,0
2007,Louisville,Stanford,4.77398120751052,1
2007,Louisville,Texas A&M,-6.175769907640227,0
2007,Marquette,Michigan St,-2.200393878204192,0
