Season,WTeamID,WTeamName,WScore,LTeamID,LTeamName,LScore,tourney_game,WTeamRating,LTeamRating
2011,1157,Coastal Car,83,1205,Gardner Webb,72,True,0.5586623300000266,0.1905930121704313
2011,1157,Coastal Car,83,1205,Gardner Webb,72,True,0.5586623300000266,0.1905930121704313
2011,1157,Coastal Car,83,1205,Gardner Webb,72,True,0.5586623300000266,0.1905930121704313
2011,1157,Coastal Car,83,1205,Gardner Webb,72,True,0.5586623300000266,0.1905930121704313
2011,1219,High Point,66,1251,Liberty,60,True,0.21961478543158286,0.41021396775330754
2011,1219,High Point,66,1251,Liberty,60,True,0.21961478543158286,0.41021396775330754
2011,1219,High Point,66,1251,Liberty,60,True,0.21961478543158286,0.41021396775330754
2011,1219,High Point,66,1251,Liberty,60,True,0.21961478543158286,0.41021396775330754
2011,1421,UNC Asheville,72,1149,Charleston So,63,True,0.3531509531755695,0.2740540556738707
2011,1421,UNC Asheville,72,1149,Charleston So,63,True,0.3531509531755695,0.2740540556738707
2011,1421,UNC Asheville,72,1149,Charleston So,63,True,0.3531509531755695,0.2740540556738707
2011,1421,UNC Asheville,72,1149,Charleston So,63,True,0.3531509531755695,0.2740540556738707
2011,1440,VMI,78,1457,Winthrop,73,True,0.3030036930308751,0.3011160534758574
2011,1440,VMI,78,1457,Winthrop,73,True,0.3030036930308751,0.3011160534758574
2011,1440,VMI,78,1457,Winthrop,73,True,0.3030036930308751,0.3011160534758574
2011,1440,VMI,78,1457,Winthrop,73,True,0.3030036930308751,0.3011160534758574
2011,1157,Coastal Car,89,1440,VMI,81,True,0.5586623300000266,0.3030036930308751
2011,1157,Coastal Car,89,1440,VMI,81,True,0.5586623300000266,0.3030036930308751
2011,1421,UNC Asheville,62,1219,High Point,45,True,0.3531509531755695,0.21961478543158286
2011,1421,UNC Asheville,62,1219,High Point,45,True,0.3531509531755695,0.21961478543158286
2011,1421,UNC Asheville,60,1157,Coastal Car,47,True,0.3531509531755695,0.5586623300000266
2012,1144,Campbell,96,1251,Liberty,82,False,0.36987324933783594,0.27872770704445043
2012,1149,Charleston So,83,1347,Radford,73,False,0.3419411610474561,0.06030249014550981
2012,1157,Coastal Car,87,1440,VMI,78,False,0.39953022875491145,0.21546499452967205
2012,1421,UNC Asheville,66,1205,Gardner Webb,60,False,0.5026430212280867,0.19369141852328714
2012,1457,Winthrop,59,1342,Presbyterian,56,False,0.22358163308150752,0.2187024238989846
2012,1144,Campbell,72,1219,High Point,62,False,0.36987324933783594,0.2662875513192689
2012,1149,Charleston So,114,1440,VMI,81,False,0.3419411610474561,0.21546499452967205
2012,1157,Coastal Car,78,1251,Liberty,68,False,0.39953022875491145,0.27872770704445043
2012,1205,Gardner Webb,62,1457,Winthrop,60,False,0.19369141852328714,0.22358163308150752
2012,1342,Presbyterian,72,1347,Radford,64,False,0.2187024238989846,0.06030249014550981
2012,1149,Charleston So,81,1251,Liberty,76,False,0.3419411610474561,0.27872770704445043
2012,1157,Coastal Car,55,1219,High Point,52,False,0.39953022875491145,0.2662875513192689
2012,1205,Gardner Webb,61,1347,Radford,55,False,0.19369141852328714,0.06030249014550981
2012,1421,UNC Asheville,73,1457,Winthrop,68,False,0.5026430212280867,0.22358163308150752
2012,1440,VMI,78,1342,Presbyterian,70,False,0.21546499452967205,0.2187024238989846
2012,1144,Campbell,70,1157,Coastal Car,65,False,0.36987324933783594,0.39953022875491145
2012,1219,High Point,88,1149,Charleston So,78,False,0.2662875513192689,0.3419411610474561
2012,1342,Presbyterian,63,1251,Liberty,56,False,0.2187024238989846,0.27872770704445043
2012,1421,UNC Asheville,66,1347,Radford,56,False,0.5026430212280867,0.06030249014550981
2012,1440,VMI,76,1205,Gardner Webb,72,False,0.21546499452967205,0.19369141852328714
2012,1149,Charleston So,91,1144,Campbell,73,False,0.3419411610474561,0.36987324933783594
2012,1219,High Point,63,1342,Presbyterian,57,False,0.2662875513192689,0.2187024238989846
2012,1421,UNC Asheville,94,1440,VMI,85,False,0.5026430212280867,0.21546499452967205
2012,1457,Winthrop,70,1347,Radford,54,False,0.22358163308150752,0.06030249014550981
2012,1144,Campbell,77,1342,Presbyterian,65,False,0.36987324933783594,0.2187024238989846
2012,1157,Coastal Car,80,1149,Charleston So,77,False,0.39953022875491145,0.3419411610474561
2012,1205,Gardner Webb,65,1219,High Point,61,False,0.19369141852328714,0.2662875513192689
2012,1421,UNC Asheville,98,1251,Liberty,75,False,0.5026430212280867,0.27872770704445043
2012,1457,Winthrop,91,1440,VMI,84,False,0.22358163308150752,0.21546499452967205
2012,1205,Gardner Webb,80,1149,Charleston So,77,False,0.19369141852328714,0.3419411610474561
2012,1440,VMI,71,1251,Liberty,57,False,0.21546499452967205,0.27872770704445043
2012,1149,Charleston So,65,1342,Presbyterian,58,False,0.3419411610474561,0.2187024238989846
2012,1157,Coastal Car,65,1205,Gardner Webb,63,False,0.39953022875491145,0.19369141852328714
2012,1219,High Point,64,1457,Winthrop,54,False,0.2662875513192689,0.22358163308150752
2012,1251,Liberty,69,1347,Radford,64,False,0.27872770704445043,0.06030249014550981
2012,1421,UNC Asheville,89,1144,Campbell,82,False,0.5026430212280867,0.36987324933783594
2012,1144,Campbell,74,1205,Gardner Webb,68,False,0.36987324933783594,0.19369141852328714
2012,1157,Coastal Car,81,1342,Presbyterian,63,False,0.39953022875491145,0.2187024238989846
2012,1421,UNC Asheville,86,1219,High Point,79,False,0.5026430212280867,0.2662875513192689
2012,1440,VMI,80,1347,Radford,76,False,0.21546499452967205,0.06030249014550981
2012,1457,Winthrop,64,1251,Liberty,61,False,0.22358163308150752,0.27872770704445043
2012,1144,Campbell,54,1457,Winthrop,51,False,0.36987324933783594,0.22358163308150752
2012,1347,Radford,85,1219,High Point,66,False,0.06030249014550981,0.2662875513192689
2012,1421,UNC Asheville,88,1157,Coastal Car,81,False,0.5026430212280867,0.39953022875491145
2012,1144,Campbell,73,1347,Radford,65,False,0.36987324933783594,0.06030249014550981
2012,1149,Charleston So,93,1421,UNC Asheville,88,False,0.3419411610474561,0.5026430212280867
2012,1440,VMI,88,1219,High Point,77,False,0.21546499452967205,0.2662875513192689
2012,1457,Winthrop,56,1205,Gardner Webb,54,False,0.22358163308150752,0.19369141852328714
2012,1144,Campbell,80,1440,VMI,73,False,0.36987324933783594,0.21546499452967205
2012,1149,Charleston So,77,1457,Winthrop,66,False,0.3419411610474561,0.22358163308150752
2012,1157,Coastal Car,82,1347,Radford,62,False,0.39953022875491145,0.06030249014550981
2012,1251,Liberty,84,1219,High Point,78,False,0.27872770704445043,0.2662875513192689
2012,1421,UNC Asheville,66,1342,Presbyterian,58,False,0.5026430212280867,0.2187024238989846
2012,1157,Coastal Car,52,1342,Presbyterian,49,False,0.39953022875491145,0.2187024238989846
2012,1205,Gardner Webb,78,1144,Campbell,72,False,0.19369141852328714,0.36987324933783594
2012,1421,UNC Asheville,90,1219,High Point,70,False,0.5026430212280867,0.2662875513192689
2012,1440,VMI,65,1347,Radford,60,False,0.21546499452967205,0.06030249014550981
2012,1457,Winthrop,65,1251,Liberty,63,False,0.22358163308150752,0.27872770704445043
2012,1149,Charleston So,75,1342,Presbyterian,64,False,0.3419411610474561,0.2187024238989846
2012,1157,Coastal Car,70,1205,Gardner Webb,56,False,0.39953022875491145,0.19369141852328714
2012,1219,High Point,52,1457,Winthrop,47,False,0.2662875513192689,0.22358163308150752
2012,1251,Liberty,67,1347,Radford,65,False,0.27872770704445043,0.06030249014550981
2012,1421,UNC Asheville,95,1144,Campbell,84,False,0.5026430212280867,0.36987324933783594
2012,1144,Campbell,62,1149,Charleston So,57,False,0.36987324933783594,0.3419411610474561
2012,1251,Liberty,63,1205,Gardner Webb,58,False,0.27872770704445043,0.19369141852328714
2012,1342,Presbyterian,65,1219,High Point,62,False,0.2187024238989846,0.2662875513192689
2012,1421,UNC Asheville,89,1440,VMI,86,False,0.5026430212280867,0.21546499452967205
2012,1457,Winthrop,77,1347,Radford,63,False,0.22358163308150752,0.06030249014550981
2012,1157,Coastal Car,71,1149,Charleston So,58,False,0.39953022875491145,0.3419411610474561
2012,1219,High Point,81,1205,Gardner Webb,77,False,0.2662875513192689,0.19369141852328714
2012,1342,Presbyterian,69,1144,Campbell,67,False,0.2187024238989846,0.36987324933783594
2012,1421,UNC Asheville,65,1251,Liberty,51,False,0.5026430212280867,0.27872770704445043
2012,1440,VMI,86,1457,Winthrop,79,False,0.21546499452967205,0.22358163308150752
2012,1144,Campbell,81,1157,Coastal Car,75,False,0.36987324933783594,0.39953022875491145
2012,1144,Campbell,67,1457,Winthrop,58,False,0.36987324933783594,0.22358163308150752
2012,1219,High Point,70,1157,Coastal Car,65,False,0.2662875513192689,0.39953022875491145
2012,1251,Liberty,75,1149,Charleston So,74,False,0.27872770704445043,0.3419411610474561
2012,1342,Presbyterian,94,1440,VMI,74,False,0.2187024238989846,0.21546499452967205
2012,1347,Radford,58,1205,Gardner Webb,54,False,0.06030249014550981,0.19369141852328714
2012,1149,Charleston So,70,1219,High Point,67,False,0.3419411610474561,0.2662875513192689
2012,1205,Gardner Webb,77,1440,VMI,61,False,0.19369141852328714,0.21546499452967205
2012,1251,Liberty,77,1342,Presbyterian,64,False,0.27872770704445043,0.2187024238989846
2012,1421,UNC Asheville,88,1347,Radford,62,False,0.5026430212280867,0.06030249014550981
2012,1457,Winthrop,67,1157,Coastal Car,57,False,0.22358163308150752,0.39953022875491145
2012,1149,Charleston So,73,1205,Gardner Webb,58,False,0.3419411610474561,0.19369141852328714
2012,1157,Coastal Car,74,1421,UNC Asheville,69,False,0.39953022875491145,0.5026430212280867
2012,1219,High Point,71,1347,Radford,62,False,0.2662875513192689,0.06030249014550981
2012,1251,Liberty,78,1440,VMI,69,False,0.27872770704445043,0.21546499452967205
2012,1342,Presbyterian,48,1457,Winthrop,45,False,0.2187024238989846,0.22358163308150752
2012,1219,High Point,98,1144,Campbell,60,False,0.2662875513192689,0.36987324933783594
2012,1251,Liberty,61,1157,Coastal Car,57,False,0.27872770704445043,0.39953022875491145
2012,1342,Presbyterian,77,1347,Radford,64,False,0.2187024238989846,0.06030249014550981
2012,1421,UNC Asheville,71,1205,Gardner Webb,61,False,0.5026430212280867,0.19369141852328714
2012,1440,VMI,90,1149,Charleston So,81,False,0.21546499452967205,0.3419411610474561
2012,1149,Charleston So,65,1347,Radford,59,False,0.3419411610474561,0.06030249014550981
2012,1157,Coastal Car,81,1440,VMI,64,False,0.39953022875491145,0.21546499452967205
2012,1251,Liberty,49,1144,Campbell,41,False,0.27872770704445043,0.36987324933783594
2012,1342,Presbyterian,68,1205,Gardner Webb,62,False,0.2187024238989846,0.19369141852328714
2012,1421,UNC Asheville,67,1457,Winthrop,55,False,0.5026430212280867,0.22358163308150752
2012,1219,High Point,68,1205,Gardner Webb,58,True,0.2662875513192689,0.19369141852328714
2012,1219,High Point,68,1205,Gardner Webb,58,True,0.2662875513192689,0.19369141852328714
2012,1440,VMI,55,1347,Radford,53,True,0.21546499452967205,0.06030249014550981
2012,1440,VMI,55,1347,Radford,53,True,0.21546499452967205,0.06030249014550981
2012,1149,Charleston So,88,1251,Liberty,74,True,0.3419411610474561,0.27872770704445043
2012,1149,Charleston So,88,1251,Liberty,74,True,0.3419411610474561,0.27872770704445043
2012,1149,Charleston So,88,1251,Liberty,74,True,0.3419411610474561,0.27872770704445043
2012,1149,Charleston So,88,1251,Liberty,74,True,0.3419411610474561,0.27872770704445043
2012,1421,UNC Asheville,86,1219,High Point,61,True,0.5026430212280867,0.2662875513192689
2012,1421,UNC Asheville,86,1219,High Point,61,True,0.5026430212280867,0.2662875513192689
2012,1421,UNC Asheville,86,1219,High Point,61,True,0.5026430212280867,0.2662875513192689
2012,1421,UNC Asheville,86,1219,High Point,61,True,0.5026430212280867,0.2662875513192689
2012,1440,VMI,85,1157,Coastal Car,68,True,0.21546499452967205,0.39953022875491145
2012,1440,VMI,85,1157,Coastal Car,68,True,0.21546499452967205,0.39953022875491145
2012,1440,VMI,85,1157,Coastal Car,68,True,0.21546499452967205,0.39953022875491145
2012,1440,VMI,85,1157,Coastal Car,68,True,0.21546499452967205,0.39953022875491145
2012,1457,Winthrop,71,1144,Campbell,55,True,0.22358163308150752,0.36987324933783594
2012,1457,Winthrop,71,1144,Campbell,55,True,0.22358163308150752,0.36987324933783594
2012,1457,Winthrop,71,1144,Campbell,55,True,0.22358163308150752,0.36987324933783594
2012,1457,Winthrop,71,1144,Campbell,55,True,0.22358163308150752,0.36987324933783594
2012,1421,UNC Asheville,91,1149,Charleston So,64,True,0.5026430212280867,0.3419411610474561
2012,1421,UNC Asheville,91,1149,Charleston So,64,True,0.5026430212280867,0.3419411610474561
2012,1440,VMI,75,1457,Winthrop,55,True,0.21546499452967205,0.22358163308150752
2012,1440,VMI,75,1457,Winthrop,55,True,0.21546499452967205,0.22358163308150752
2012,1421,UNC Asheville,80,1440,VMI,64,True,0.5026430212280867,0.21546499452967205
2013,1144,Campbell,93,1205,Gardner Webb,81,False,0.23934001802458033,0.42064019168474753
2013,1149,Charleston So,81,1347,Radford,74,False,0.4086963515758788,0.2699639581204973
2013,1157,Coastal Car,80,1255,Longwood,72,False,0.2979021544485825,0.13494381175612427
2013,1219,High Point,74,1457,Winthrop,61,False,0.379288420048989,0.25087791500923523
2013,1421,UNC Asheville,83,1251,Liberty,69,False,0.3192641579457107,0.2032904487608841
2013,1440,VMI,86,1342,Presbyterian,77,False,0.22102514899372955,0.14142578641459913
2013,1144,Campbell,83,1255,Longwood,73,False,0.23934001802458033,0.13494381175612427
2013,1149,Charleston So,75,1457,Winthrop,63,False,0.4086963515758788,0.25087791500923523
2013,1157,Coastal Car,61,1342,Presbyterian,43,False,0.2979021544485825,0.14142578641459913
2013,1205,Gardner Webb,78,1421,UNC Asheville,71,False,0.42064019168474753,0.3192641579457107
2013,1347,Radford,59,1219,High Point,54,False,0.2699639581204973,0.379288420048989
2013,1440,VMI,82,1251,Liberty,69,False,0.22102514899372955,0.2032904487608841
2013,1144,Campbell,62,1342,Presbyterian,46,False,0.23934001802458033,0.14142578641459913
2013,1149,Charleston So,75,1255,Longwood,62,False,0.4086963515758788,0.13494381175612427
2013,1219,High Point,70,1205,Gardner Webb,64,False,0.379288420048989,0.42064019168474753
2013,1251,Liberty,64,1157,Coastal Car,56,False,0.2032904487608841,0.2979021544485825
2013,1421,UNC Asheville,79,1347,Radford,61,False,0.3192641579457107,0.2699639581204973
2013,1440,VMI,72,1457,Winthrop,54,False,0.22102514899372955,0.25087791500923523
2013,1149,Charleston So,74,1421,UNC Asheville,68,False,0.4086963515758788,0.3192641579457107
2013,1205,Gardner Webb,66,1157,Coastal Car,65,False,0.42064019168474753,0.2979021544485825
2013,1219,High Point,77,1251,Liberty,72,False,0.379288420048989,0.2032904487608841
2013,1347,Radford,82,1255,Longwood,72,False,0.2699639581204973,0.13494381175612427
2013,1440,VMI,76,1144,Campbell,57,False,0.22102514899372955,0.23934001802458033
2013,1457,Winthrop,62,1342,Presbyterian,51,False,0.25087791500923523,0.14142578641459913
2013,1144,Campbell,63,1457,Winthrop,59,False,0.23934001802458033,0.25087791500923523
2013,1149,Charleston So,83,1219,High Point,75,False,0.4086963515758788,0.379288420048989
2013,1157,Coastal Car,72,1440,VMI,49,False,0.2979021544485825,0.22102514899372955
2013,1342,Presbyterian,68,1251,Liberty,60,False,0.14142578641459913,0.2032904487608841
2013,1347,Radford,52,1205,Gardner Webb,51,False,0.2699639581204973,0.42064019168474753
2013,1421,UNC Asheville,68,1255,Longwood,65,False,0.3192641579457107,0.13494381175612427
2013,1251,Liberty,74,1255,Longwood,47,False,0.2032904487608841,0.13494381175612427
2013,1144,Campbell,69,1347,Radford,60,False,0.23934001802458033,0.2699639581204973
2013,1149,Charleston So,79,1342,Presbyterian,59,False,0.4086963515758788,0.14142578641459913
2013,1219,High Point,96,1440,VMI,69,False,0.379288420048989,0.22102514899372955
2013,1421,UNC Asheville,63,1157,Coastal Car,60,False,0.3192641579457107,0.2979021544485825
2013,1457,Winthrop,61,1205,Gardner Webb,55,False,0.25087791500923523,0.42064019168474753
2013,1149,Charleston So,79,1251,Liberty,75,False,0.4086963515758788,0.2032904487608841
2013,1157,Coastal Car,73,1144,Campbell,59,False,0.2979021544485825,0.23934001802458033
2013,1205,Gardner Webb,63,1440,VMI,49,False,0.42064019168474753,0.22102514899372955
2013,1342,Presbyterian,82,1255,Longwood,71,False,0.14142578641459913,0.13494381175612427
2013,1347,Radford,58,1457,Winthrop,57,False,0.2699639581204973,0.25087791500923523
2013,1421,UNC Asheville,69,1219,High Point,58,False,0.3192641579457107,0.379288420048989
2013,1251,Liberty,89,1144,Campbell,72,False,0.2032904487608841,0.23934001802458033
2013,1205,Gardner Webb,74,1149,Charleston So,73,False,0.42064019168474753,0.4086963515758788
2013,1219,High Point,88,1255,Longwood,60,False,0.379288420048989,0.13494381175612427
2013,1421,UNC Asheville,77,1342,Presbyterian,74,False,0.3192641579457107,0.14142578641459913
2013,1440,VMI,70,1347,Radford,69,False,0.22102514899372955,0.2699639581204973
2013,1457,Winthrop,61,1157,Coastal Car,48,False,0.25087791500923523,0.2979021544485825
2013,1157,Coastal Car,62,1347,Radford,52,False,0.2979021544485825,0.2699639581204973
2013,1205,Gardner Webb,76,1255,Longwood,65,False,0.42064019168474753,0.13494381175612427
2013,1219,High Point,78,1342,Presbyterian,68,False,0.379288420048989,0.14142578641459913
2013,1421,UNC Asheville,78,1144,Campbell,61,False,0.3192641579457107,0.23934001802458033
2013,1457,Winthrop,66,1251,Liberty,56,False,0.25087791500923523,0.2032904487608841
2013,1251,Liberty,75,1347,Radford,70,False,0.2032904487608841,0.2699639581204973
2013,1157,Coastal Car,73,1149,Charleston So,53,False,0.2979021544485825,0.4086963515758788
2013,1219,High Point,58,1144,Campbell,52,False,0.379288420048989,0.23934001802458033
2013,1342,Presbyterian,57,1205,Gardner Webb,54,False,0.14142578641459913,0.42064019168474753
2013,1421,UNC Asheville,69,1457,Winthrop,56,False,0.3192641579457107,0.25087791500923523
2013,1440,VMI,93,1255,Longwood,60,False,0.22102514899372955,0.13494381175612427
2013,1421,UNC Asheville,90,1440,VMI,79,False,0.3192641579457107,0.22102514899372955
2013,1149,Charleston So,86,1144,Campbell,68,False,0.4086963515758788,0.23934001802458033
2013,1205,Gardner Webb,71,1251,Liberty,68,False,0.42064019168474753,0.2032904487608841
2013,1219,High Point,74,1157,Coastal Car,62,False,0.379288420048989,0.2979021544485825
2013,1255,Longwood,62,1457,Winthrop,56,False,0.13494381175612427,0.25087791500923523
2013,1347,Radford,76,1342,Presbyterian,65,False,0.2699639581204973,0.14142578641459913
2013,1157,Coastal Car,60,1342,Presbyterian,53,False,0.2979021544485825,0.14142578641459913
2013,1205,Gardner Webb,67,1421,UNC Asheville,65,False,0.42064019168474753,0.3192641579457107
2013,1219,High Point,82,1255,Longwood,53,False,0.379288420048989,0.13494381175612427
2013,1251,Liberty,82,1144,Campbell,80,False,0.2032904487608841,0.23934001802458033
2013,1347,Radford,82,1440,VMI,79,False,0.2699639581204973,0.22102514899372955
2013,1457,Winthrop,70,1149,Charleston So,65,False,0.25087791500923523,0.4086963515758788
2013,1144,Campbell,87,1440,VMI,78,False,0.23934001802458033,0.22102514899372955
2013,1149,Charleston So,73,1421,UNC Asheville,65,False,0.4086963515758788,0.3192641579457107
2013,1205,Gardner Webb,70,1157,Coastal Car,63,False,0.42064019168474753,0.2979021544485825
2013,1219,High Point,73,1251,Liberty,68,False,0.379288420048989,0.2032904487608841
2013,1255,Longwood,76,1347,Radford,61,False,0.13494381175612427,0.2699639581204973
